IMO,ShipName,ShipType,DistanceNm,Fuel_tonnes,CO2_tonnes,DWT,Cargo
9750658,LNG carrier,LNG carrier,3939.0,30894.8923,42315.06229,,
9750660,LNG carrier,LNG carrier,2341.0,24938.97932,34602.95455,,
9750672,LNG carrier,LNG carrier,0.0,31879.92,41566.225,,
9750696,LNG carrier,LNG carrier,0.0,26138.84,33822.895,,
9750701,LNG carrier,LNG carrier,5988.0,24644.55239,31258.52663,,
9750713,LNG carrier,LNG carrier,0.0,29303.02,37792.395,,
9750725,LNG carrier,LNG carrier,0.0,28467.75,36809.425,,
9750737,LNG carrier,LNG carrier,0.0,30471.16,39920.715,,
9750749,LNG carrier,LNG carrier,0.0,32674.03,42758.275,,
9754161,Bulk carrier,Bulk carrier,0.0,266.0,0.0,,
9754410,General cargo ship,General cargo ship,0.0,2682.76,7922.47,5.33,
9754422,General cargo ship,General cargo ship,0.0,2658.55,7617.955,5.53,
9754434,General cargo ship,General cargo ship,0.0,2797.31,7809.215,5.45,
9754446,General cargo ship,General cargo ship,0.0,2644.42,7585.83,5.26,
9754903,Bulk carrier,Bulk carrier,0.0,1306.39,2505.965,,
9754915,Bulk carrier,Bulk carrier,0.0,682.22,1344.95,,
9754927,Bulk carrier,Bulk carrier,0.0,492.21,793.49,,
9755646,Gas carrier,Gas carrier,0.0,3407.58,7852.63,,
